600661,新南洋,上海新南洋股份有限公司
600662,强生控股,上海强生控股股份有限公司
600663,陆家嘴,上海陆家嘴金融贸易区开发股份有限公司
600664,哈药股份,哈药集团股份有限公司
600665,天地源,天地源股份有限公司
600666,西南药业,西南药业股份有限公司
600667,太极实业,无锡市太极实业股份有限公司
600668,尖峰集团,浙江尖峰集团股份有限公司
600671,天目药业,杭州天目山药业股份有限公司
600673,东阳光铝,广东东阳光铝业股份有限公司
600674,川投能源,四川川投能源股份有限公司
600675,中华企业,中华企业股份有限公司
600676,交运股份,上海交运集团股份有限公司
600677,航天通信,航天通信控股集团股份有限公司
600678,四川金顶,四川金顶(集团)股份有限公司
600679,金山开发,金山开发建设股份有限公司
600680,上海普天,上海普天邮通科技股份有限公司
600681,万鸿集团,万鸿集团股份有限公司
600682,南京新百,南京新街口百货商店股份有限公司
600683,京投银泰,京投银泰股份有限公司
600684,珠江实业,广州珠江实业开发股份有限公司
600685,广船国际,广州广船国际股份有限公司
600686,金龙汽车,厦门金龙汽车集团股份有限公司
600687,刚泰控股,甘肃刚泰控股（集团）股份有限公司
600688,上海石化,中国石化上海石油化工股份有限公司
600689,上海三毛,上海三毛企业（集团）股份有限公司
600690,青岛海尔,青岛海尔股份有限公司
600691,阳煤化工,阳煤化工股份有限公司
600692,亚通股份,上海亚通股份有限公司
600693,东百集团,福建东百集团股份有限公司
600694,大商股份,大商股份有限公司
600695,大江股份,上海大江食品集团股份有限公司
600696,多伦股份,上海多伦实业股份有限公司
600697,欧亚集团,长春欧亚集团股份有限公司
600698,ST轻骑,湖南天雁机械股份有限公司
600699,均胜电子,宁波均胜电子股份有限公司
600701,工大高新,哈尔滨工大高新技术产业开发股份有限公司
600702,沱牌舍得,四川沱牌舍得酒业股份有限公司
600703,三安光电,三安光电股份有限公司
600704,物产中大,浙江物产中大元通集团股份有限公司
600705,中航投资,中航投资控股股份有限公司
600706,曲江文旅,西安曲江文化旅游股份有限公司
600707,*ST彩虹,彩虹显示器件股份有限公司
600708,海博股份,上海海博股份有限公司
600710,常林股份,常林股份有限公司
600711,盛屯矿业,盛屯矿业集团股份有限公司
600712,南宁百货,南宁百货大楼股份有限公司
600713,南京医药,南京医药股份有限公司
